DEPTH, NO 6507/7-A-22,NO 6507/7-A-28,NO 6507/7-A-29,NO 6507/7-A-40,NO 6507/7-A-52,NO 6507/7-A-9
2149.75,76.9698,73.0727,91.9115,91.2174,126.7977,75.1719
2150,79.2437,72.4102,91.0165,97.4273,128.4632,63.8869
2150.25,82.7243,72.0793,89.9783,94.1028,125.3822,70.0575
2150.5,87.2516,71.8026,89.6042,95.032,124.5079,66.6289
2150.75,92.3013,71.9213,89.9426,96.1815,124.8087,64.1516
2151,96.3492,71.9903,105.9466,84.3554,133.2657,65.6701
2151.25,99.9723,71.8527,92.9085,98.7733,129.5368,64.9297
2151.5,98.7138,71.5004,96.0371,96.0613,132.2334,65.3595
2151.75,95.7162,70.5613,100.5637,89.8966,134.0034,65.2036
2152,91.2121,69.7493,113.3763,68.2367,133.1891,71.1231
2152.25,86.2643,69.1823,110.5973,79.2459,129.7871,65.3837
2152.5,81.8252,68.8884,112.2364,75.3584,128.8306,66.2303
2152.75,77.5074,68.9792,112.7477,72.1545,130.7695,68.7971
2153,78.6575,69.2174,117.8136,61.6333,132.1874,76.4227
2153.25,80.8286,69.6095,114.8873,64.0008,134.3372,70.2302
2153.5,85.0175,69.5291,117.3892,62.1825,133.322,68.3912
2153.75,89.4875,69.0812,118.5616,61.2038,132.5979,70.1987
2154,92.4034,68.3881,112.8631,62.5271,140.0023,94.4348
2154.25,95.171,67.5548,116.2303,62.431,132.0541,85.6064
2154.5,94.8639,66.9974,114.593,62.7584,132.9899,93.0735
2154.75,94.388,66.5529,113.4511,62.9985,136.9364,95.2902
2155,85.4547,66.7617,106.6022,63.5132,134.241,95.0103
2155.25,76.3985,67.1511,111.908,61.971,140.5614,93.7234
2155.5,68.5644,69.2307,110.4158,62.0083,137.9784,92.9774
2155.75,61.2201,71.5918,108.5671,62.0806,134.1466,93.448
2156,62.5729,73.6258,101.6113,63.3708,136.0897,103.2289
2156.25,64.0488,75.6307,104.7917,64.8832,138.0213,96.7134
2156.5,66.7945,76.5768,103.2051,64.7776,137.9315,98.5343
2156.75,69.5404,77.3922,102.0342,64.5675,136.5972,101.0501
2157,72.2881,76.6669,106.388,63.2845,137.1719,100.2198
2157.25,75.4324,75.8981,102.0645,62.3763,137.5425,101.5376
2157.5,80.6801,74.887,103.2899,62.563,136.7905,101.6663
2157.75,86.4267,73.4861,104.8856,62.8069,136.6294,102.2877
2158,94.2501,70.7469,107.6929,68.4584,139.4786,97.1591
2158.25,100.9272,67.526,107.5167,63.8537,137.8358,97.5561
2158.5,103.7421,63.1773,108.1417,64.7021,137.2021,95.7918
2158.75,106.3567,59.0735,108.2468,66.0229,138.2921,96.0631
2159,108.4128,55.3815,102.9069,71.0182,148.8658,92.5982
2159.25,110.1284,52.8128,106.5716,70.3353,141.7421,96.4591
2159.5,111.046,51.6359,105.2471,71.1663,144.9908,95.0537
2159.75,111.5039,51.378,103.948,71.4814,147.7014,93.4616
2160,111.0459,51.9676,98.3249,75.2837,149.9475,96.6039
2160.25,111.3558,52.8893,102.8139,71.3504,148.844,92.1999
2160.5,112.9773,54.0381,102.7501,72.6584,149.1579,93.7476
2160.75,113.177,55.5256,101.2567,73.9695,150.0211,95.3424
2161,111.2827,57.1818,96.8588,70.7171,142.9785,102.1414
2161.25,109.326,58.862,94.7219,76.0855,149.7751,97.2942
2161.5,107.2898,60.5505,92.5773,76.4682,146.65,98.6866
2161.75,106.6538,61.7895,94.126,74.4058,143.955,101.0598
2162.25,108.2326,63.1453,99.8139,66.0213,142.2281,103.149
2162.5,108.6576,63.2491,102.3787,60.7856,142.0915,106.011
2162.75,108.6147,63.1289,104.2534,59.6152,142.6192,106.6418
2163,108.1811,63.0236,108.3175,63.7419,144.1105,102.8198
2163.25,108.8319,63.5502,109.1969,60.9302,145.6418,103.1577
2163.5,110.2681,64.1041,111.0382,61.7509,145.9362,104.3922
2163.75,112.0318,64.8803,111.04,62.7272,144.4851,104.1215
2164,114.0003,65.5679,107.8387,74.526,142.6619,108.5003
2164.25,114.4011,65.86,105.5644,66.4984,144.237,102.9263
2164.5,113.9584,66.0332,104.4786,69.555,144.2854,105.014
2164.75,112.5565,65.863,105.5536,72.0694,143.7213,106.5208
2165,110.7141,65.772,104.4962,77.2669,152.8014,97.9603
2165.25,109.8657,65.8416,108.9991,74.9948,144.6081,107.6569
2165.5,109.4031,66.1915,107.7877,75.3705,147.5753,103.8087
2165.75,107.8897,66.9546,105.9644,76.3836,150.2284,100.6764
2166,106.0361,67.0495,106.4632,71.7417,154.0829,103.201
2166.25,103.8925,66.4144,103.9037,75.9178,154.1563,96.2665
2166.5,101.672,65.719,104.3561,74.5483,153.4368,96.8007
2166.75,103.2912,64.9746,105.7115,73.0059,152.8352,99.9422
2167,105.7209,64.8847,99.0719,73.5364,164.0525,99.2147
2167.25,109.2861,65.187,105.6812,71.9833,157.5986,103.2244
2167.5,113.0349,66.404,103.514,72.3114,160.8662,101.4568
2167.75,110.9887,68.015,100.7527,72.9721,164.017,100.8118
2168,108.2695,69.9622,107.3391,71.6639,151.6024,88.7902
2168.25,100.2281,72.0082,100.2972,73.8221,160.2905,95.1706
2168.5,91.7925,74.0157,103.1661,73.6949,159.7805,94.8307
2168.75,84.2558,76.0162,106.0227,72.6372,156.3559,94.0636
2169,76.76,77.6376,107.1121,68.5977,143.77,76.5662
2169.25,76.5704,79.2259,106.5257,70.8422,146.9104,81.4792
2169.5,76.6298,79.5562,105.7048,70.0835,143.7941,77.0007
2169.75,83.277,79.7952,105.9207,69.4161,144.6109,76.5412
2170,89.6884,78.8811,111.0607,70.9064,142.6211,89.9253
2170.25,93.0377,78.0444,108.8626,67.601,143.6334,73.9292
2170.5,96.2975,77.6784,110.3905,67.7958,144.0947,75.715
2170.75,98.8071,77.6134,111.2142,69.1381,144.3654,82.8131
2171,101.377,78.6498,106.9593,74.605,149.9856,95.6041
2171.25,104.3125,79.6639,109.9414,73.0095,138.51,92.2044
2171.5,106.3267,80.623,108.3075,73.9837,137.8685,93.7107
2171.75,104.0512,81.5238,107.2015,74.2371,142.1068,95.4492
2172,101.8992,82.3217,95.2527,71.8011,150.417,87.2099
2172.25,100.2059,82.7807,105.9262,75.0318,150.8015,93.4018
2172.5,99.1311,82.8008,103.6098,74.4391,151.8776,90.3884
2172.75,99.9414,82.5212,99.9269,73.4327,151.9935,88.2764
2173,101.8063,81.953,100.4091,69.9407,149.1559,87.2739
2173.25,106.3546,81.2655,93.0804,69.974,147.112,87.0457
2173.5,109.8131,80.4927,93.9293,70.0014,146.8235,87.4454
2173.75,110.9262,80.1948,96.8188,70.4574,147.657,87.3272
2174,111.5663,80.1453,106.3192,65.7833,152.9921,91.9739
2174.25,111.3373,80.3794,103.1438,69.2692,150.8156,88.338
2174.5,111.5019,80.7183,103.8095,67.5367,152.0596,90.7139
2174.75,112.2887,80.8396,105.0315,65.7034,152.3361,92.5132
2175,112.2533,80.908,106.3904,62.9248,146.3996,91.8825
2175.25,111.0945,80.7023,107.3392,65.913,152.5319,89.8588
2175.5,109.5948,80.4585,107.7977,64.5106,150.8027,88.5035
2175.75,107.6914,80.7575,107.1884,63.1823,148.4411,88.8656
2176,106.4491,81.0783,108.483,63.9324,145.3003,98.7304
2176.25,105.8873,81.1721,106.2561,62.8494,144.0822,93.5923
2176.5,107.4965,81.1795,106.7113,64.1723,142.6846,97.0666
2176.75,111.0474,80.3979,107.4794,65.085,142.9648,99.0014
2177,112.5764,79.5894,97.9913,60.8437,151.2776,82.7005
2177.25,112.5362,78.6521,108.1045,62.6138,145.2572,96.2063
2177.5,110.6135,77.7962,106.0788,60.6933,146.4593,92.072
2177.75,107.426,77.1898,102.5517,59.6132,148.9,87.2713
2178,104.5679,76.6504,87.3393,65.9937,146.0886,79.3122
2178.25,101.9006,76.2533,93.3178,61.8745,151.013,80.2221
2178.5,100.5803,75.7326,90.2326,62.4752,148.3454,82.2647
2178.75,99.9283,75.0214,88.2085,63.6988,146.5252,82.8961
2179,100.8814,74.3008,90.8507,69.1787,146.8236,88.0782
2179.25,102.511,73.5695,87.604,67.7387,147.0262,77.7375
2179.5,102.4438,73.4598,88.8028,68.7184,148.7251,80.6125
2179.75,101.7761,73.878,90.2733,69.2198,148.3669,85.4698
2180,104.625,75.2138,94.7307,85.3701,157.571,85.7094
2180.25,108.5026,77.1256,90.7213,71.4515,148.5627,88.4717
2180.5,110.5657,79.3474,90.5921,75.8675,153.9032,88.8448
2180.75,112.1999,81.7097,91.6023,80.5268,156.8595,88.1845
2181,112.2033,83.4484,106.422,90.2991,159.8775,84.5407
2181.25,111.9051,84.9919,97.8458,89.4274,160.6801,85.9586
2181.5,113.8687,84.9628,100.6193,93.0031,162.3411,89.9144
2181.75,116.1436,84.6238,103.279,92.6228,160.9699,89.3066
2182,115.5909,84.2886,117.3978,66.9414,152.7704,79.1707
2182.25,114.7726,83.9538,111.0459,84.3462,157.6049,81.3442
2182.5,112.26,83.9876,115.0533,76.9894,154.688,79.0363
2182.75,109.6568,84.0039,117.2404,71.6647,152.9576,78.4443
2183,107.8331,83.6182,108.2418,65.8845,158.548,73.2167
2183.25,106.0408,83.0678,115.7653,65.7687,150.6676,78.2274
2183.5,105.2103,81.4152,112.377,65.3645,152.4342,75.8738
2183.75,104.2722,79.5928,109.4054,65.5793,156.1058,75.7992
2184,101.471,77.1066,116.1315,71.6294,156.9777,70.54
2184.25,98.7526,75.0327,109.2993,66.3895,157.631,67.5821
2184.5,96.8741,74.0328,112.2326,66.9112,154.3863,65.7528
2184.75,95.0168,73.5578,115.1837,69.2326,155.5302,67.6023
2185,93.3078,74.0529,117.0444,79.4359,154.7062,81.0044
2185.25,91.4704,75.4378,115.8788,75.1037,157.186,73.0279
2185.5,88.9583,78.028,115.6052,78.3651,155.9164,74.6933
2185.75,87.174,81.1562,116.0788,78.9832,156.6503,76.9242
2186,88.3944,84.8257,116.0915,76.4881,156.8367,92.9414
2186.25,90.0301,88.1933,117.8611,78.7311,151.9111,85.0414
2186.5,93.0552,91.335,118.3469,77.9973,150.7502,87.9575
2186.75,96.3605,93.6459,117.7934,77.1274,153.078,91.6974
2187,100.4422,95.5011,113.2425,82.2024,159.0585,93.5866
2187.25,103.6977,96.2134,113.9787,76.6389,158.5576,91.403
2187.5,105.0285,96.4799,111.8694,77.3745,159.9059,89.0415
2187.75,105.1764,95.2237,111.9409,79.6407,160.3309,87.7858
2188,102.9803,93.5703,111.6342,96.33,156.4199,122.6246
2188.25,101.7653,91.7265,114.9153,85.3725,157.6863,105.1531
2188.5,102.2167,89.8533,116.2053,89.0575,158.1958,114.6834
2188.75,102.0011,88.6184,114.8803,93.592,158.822,119.0139
2189,100.8081,87.4427,102.3591,84.325,149.2594,110.4594
2189.25,99.0791,87.5895,107.3552,96.6665,148.7656,123.98
2189.5,96.6698,87.8472,103.2957,94.3259,148.5815,120.1756
2189.75,95.1285,89.2594,100.9563,89.0666,149.0311,115.6875
2190,94.5432,90.5927,110.7091,69.8232,159.3939,89.6933
2190.25,94.872,91.5163,104.9011,80.0444,149.915,104.2848
2190.5,96.0757,92.0515,107.4425,76.04,152.1905,99.7567
2190.75,97.3368,91.3235,109.4134,72.2359,155.0009,95.3413
2191,98.6458,89.9114,117.664,59.4333,162.9274,84.4993
2191.25,98.7332,86.9677,112.65,68.2279,161.6289,85.3748
2191.5,97.9402,84.1886,115.8332,65.6526,161.3302,85.0786
2191.75,97.4914,81.6755,117.8238,62.617,160.2173,85.8169
2192,97.2568,80.5409,109.4943,56.9063,153.5905,88.2323
2192.25,98.0894,81.0502,115.347,56.195,162.0847,84.6073
2192.5,99.493,82.6985,112.6671,55.5143,159.7042,84.4841
2192.75,99.6751,85.3577,110.8936,55.5491,156.7562,85.3319
2193,99.2996,87.8808,99.1873,53.341,149.5164,96.1071
2193.25,97.8075,90.3142,107.3145,58.5308,152.0661,92.0826
2193.5,95.8847,92.0043,103.9977,56.7048,153.2054,95.5789
2193.75,96.076,93.3398,100.9683,54.4186,152.4724,97.0345
2194,96.9468,92.8378,99.6725,48.3948,148.7168,90.7724
2194.25,97.9473,91.7259,98.4111,52.3505,147.9491,95.2544
2194.5,98.982,90.0613,98.5728,51.7711,149.4274,94.768
2194.75,97.1513,88.2789,99.2674,51.1257,149.9438,92.9647
2195,94.7212,86.9969,99.7283,43.3389,142.5049,84.2221
2195.25,96.1186,85.7716,99.6315,45.7806,146.3601,87.9851
2195.5,98.1284,86.4348,99.9387,44.4357,145.219,84.2768
2195.75,100.5135,87.2148,100.0985,43.2799,143.5224,82.9353
2196,102.9416,89.2939,95.5433,45.2274,144.874,93.1058
2196.25,105.6706,91.5271,98.5818,43.4904,141.2872,86.2965
2196.5,108.4213,94.8996,96.632,44.0485,139.9156,88.3252
2196.75,112.338,98.1674,95.5189,44.6185,140.0288,90.8969
2197.25,115.535,103.1158,96.2136,45.8112,148.7153,90.7893
2197.5,114.8152,103.2826,96.7708,46.3323,151.446,83.0065
2197.75,114.7949,102.0434,98.4174,47.1133,153.2792,79.5185
2198,115.0559,98.0765,100.0211,43.0169,161.0412,87.6067
2198.25,118.9039,92.8492,103.2674,48.5533,158.5241,85.473
2198.5,122.2091,85.8366,103.9022,46.8882,161.2273,86.9764
2198.75,121.0227,79.5603,102.5361,45.0584,161.9039,87.9425
2199,119.6787,74.0581,99.0642,38.5147,166.3969,82.9532
2199.25,117.3896,69.9919,99.4201,41.2841,160.9001,86.2045
2199.5,115.2331,67.0488,99.97,39.875,164.8796,85.6818
2199.75,113.6889,66.1297,100.2193,38.9763,166.8712,85.0099
2200,110.2659,66.3749,96.5218,41.596,165.3765,78.0785
2200.25,99.9076,66.9691,96.934,38.717,164.2804,81.4284
2200.5,89.0149,67.7069,95.7516,39.3823,163.2039,80.0535
2200.75,76.5043,68.6236,95.8845,40.3921,163.638,78.2678
2201,66.5522,69.59,88.6105,37.6878,157.4139,83.3977
2201.25,63.0701,70.7451,96.7597,41.7477,166.6157,78.6403
2201.5,60.4787,71.932,95.804,41.4272,165.4213,79.3418
2201.75,59.7931,73.0994,92.8658,39.7883,160.0809,80.9153
2202,59.844,74.2617,80.0162,47.7086,157.2394,82.2337
2202.25,61.241,75.0681,84.4052,38.5748,156.9038,84.8734
2202.5,62.7437,75.7892,81.1673,40.2506,157.5226,84.2873
2202.75,64.4125,75.5144,79.1569,43.803,158.0466,84.0452
2203,66.8273,75.2615,81.2262,60.3833,151.828,84.61
2203.25,70.2565,75.1317,81.2218,50.5667,155.3088,79.3581
2203.5,73.5414,75.2928,81.9228,53.2982,153.4907,75.2868
2203.75,76.656,76.4608,81.852,56.8168,152.2942,77.9783
2204,78.2581,77.476,75.6946,83.231,162.83,108.2143
2204.25,78.3111,78.1306,79.767,67.3195,150.6893,91.3832
2204.5,79.1956,78.3099,78.6117,74.1828,151.0404,97.6479
2204.75,80.8201,77.685,77.2271,78.9286,156.5909,103.5836
2205,81.9226,76.1865,73.9701,75.124,157.0135,113.2264
2205.25,82.6218,73.599,74.4627,83.2634,162.7817,111.0003
2205.5,82.6885,71.1727,74.4186,82.7393,158.4318,112.487
2205.75,82.3322,68.8958,74.42,78.9224,157.0268,113.698
2206,78.5559,66.8316,69.9973,62.0124,145.0438,102.3985
2206.25,72.8091,64.9136,73.0041,71.4015,157.7021,111.6963
2206.5,69.8475,62.6868,71.6991,67.7783,158.3023,106.6457
2206.75,68.2607,60.3053,70.6343,64.46,151.3874,102.4561
2207,69.2638,58.0064,64.1387,64.0877,154.7186,102.2346
2207.25,71.3524,55.7366,69.1786,61.6354,142.2881,104.4318
2207.5,72.4449,54.076,67.7573,61.9133,144.8208,104.9535
2207.75,73.1869,52.5549,65.7229,63.4265,153.0636,103.7446
2208,73.0783,53.5407,70.634,62.8534,155.4781,94.985
2208.25,72.7226,54.8452,64.6072,63.4547,155.7635,103.1807
2208.5,73.3348,58.0096,66.6227,62.8785,155.8501,103.1801
2208.75,74.174,61.2722,69.0121,62.3722,155.3967,99.2552
2209,75.642,65.1597,70.5297,67.981,163.0185,103.812
2209.25,77.2253,68.8965,70.5561,64.3302,158.8527,92.3689
2209.5,74.1481,71.3907,69.6171,65.9302,161.9114,93.2771
2209.75,70.4364,73.4246,69.5146,67.6316,163.3854,98.1324
2210,70.0964,73.3874,81.0656,63.2356,165.9035,112.6412
2210.25,70.0684,72.9406,72.6367,67.4249,161.5444,106.9531
2210.5,71.9993,71.3005,75.5226,65.5754,160.5792,109.4874
2210.75,74.0325,69.5242,78.6819,63.0275,163.3248,110.8179
2211,72.4997,67.4705,79.3689,72.1465,157.8418,105.8648
2211.25,70.9674,65.9005,82.3797,64.6252,165.3958,113.6169
2211.5,71.9594,65.0469,82.4682,67.0945,159.861,110.4051
2211.75,72.9632,64.706,81.3352,69.9229,158.207,107.1446
2212,74.1699,64.9267,81.6601,74.3748,155.3075,107.3436
2212.25,75.2419,65.5337,78.1128,74.2199,157.5995,104.8156
2212.5,74.965,66.455,78.0204,75.1896,156.9179,103.883
2212.75,74.4363,67.1486,79.251,75.9667,156.09,104.8626
2213,72.1599,67.7057,83.2183,76.7506,140.0272,108.0626
2213.25,70.2984,67.5375,84.2402,72.5251,150.8823,108.3329
2213.5,70.5992,67.0581,85.365,73.4878,145.1149,106.7562
2213.75,71.702,66.2542,84.791,74.588,140.5778,104.7089
2214,76.0915,65.3556,83.548,81.4393,147.8447,97.3669
2214.25,79.7193,64.882,81.7494,78.8729,140.7936,109.5482
2214.5,80.8145,64.4846,81.773,80.3897,141.7938,105.2768
2214.75,81.7365,64.7245,82.6257,81.7199,144.1538,100.6766
2215,82.1813,65.0193,82.3481,61.4488,149.2158,85.4155
2215.25,82.3619,64.8547,84.0152,80.0906,149.2606,94.2131
2215.75,81.6615,63.8391,83.3022,66.19,149.2801,86.6624
2216,81.7134,63.0558,78.1374,63.8514,155.6804,107.9035
2216.25,81.2391,62.4019,80.68,58.5899,149.1182,91.261
2216.5,79.8751,62.0649,79.0554,61.2219,151.739,97.789
2216.75,78.4975,62.8599,78.1098,63.2369,154.5472,102.582
2217,77.1,63.9311,76.1334,64.5828,158.1377,102.7567
2217.25,75.7636,65.6692,79.0962,64.4537,156.2305,109.8303
2217.5,74.5045,67.7088,79.1765,65.0338,157.2134,107.2429
2217.75,73.6552,70.2683,78.1095,65.1481,156.8118,104.5401
2218,73.2552,73.0883,74.4238,63.8592,156.8957,83.4074
2218.25,74.4262,76.238,74.2183,64.0471,158.5089,98.6507
2218.5,77.094,79.6118,73.2477,63.5464,157.9702,93.365
2218.75,78.5788,83.1962,73.3489,63.4883,157.2097,89.6348
2219,79.0847,86.189,78.2448,87.6274,156.2381,79.4261
2219.5,81.5202,90.4107,78.7444,72.9231,152.4761,79.3764
2219.75,82.4602,91.575,79.4449,79.8763,153.141,79.4083
2220,83.1116,92.6047,74.1291,95.5104,162.8618,84.0734
2220.25,84.1456,93.5866,76.4396,91.4518,155.4157,81.1117
2220.5,85.3834,94.7325,74.9731,93.2461,156.362,82.3511
2220.75,85.5632,95.9164,73.893,94.4907,159.7718,82.5581
2221,85.2624,97.3601,76.3399,107.8902,157.8328,88.9234
2221.25,84.6552,98.8372,74.0831,97.1673,161.9419,86.3023
2221.5,83.9305,99.813,74.4189,99.0252,160.0869,86.4622
2221.75,83.2112,100.7746,75.4208,103.1885,159.1351,86.444
2222,82.4936,101.9178,80.4157,107.1936,160.1833,86.236
2222.25,78.688,103.0902,77.6892,108.9644,156.8757,91.9883
2222.5,74.076,104.5022,79.2133,109.4538,157.8119,92.3673
2222.75,70.2854,106.1236,80.2571,108.3985,159.9386,89.454
2223,66.6654,108.6821,82.9671,86.7639,153.2868,82.2857
2223.25,69.2516,110.9907,79.745,102.4842,158.2785,85.1406
2223.5,72.8218,112.5758,78.5433,97.6291,155.1931,84.7093
2223.75,80.7902,113.7779,80.0214,92.1744,152.8175,82.8805
2224,89.2568,114.2058,80.351,67.7015,139.2604,91.1112
2224.25,94.5166,113.6335,85.5619,82.0083,151.9453,86.8207
2224.5,99.5474,111.5924,85.2943,77.234,148.0959,91.067
2224.75,97.0139,109.1547,82.5823,72.3138,142.9341,91.9061
2225,94.244,106.286,86.1568,70.139,134.4009,83.3587
2225.25,92.3241,103.6288,80.2266,64.6577,133.5479,86.2319
2225.5,90.5159,101.1423,82.4752,62.7847,133.5821,81.9293
2225.75,91.3155,99.3223,85.0728,65.1971,134.6225,81.5722
2226,92.085,97.898,81.5044,113.8939,129.0929,103.3763
2226.25,92.4779,97.8606,85.3128,82.0943,133.0527,86.0289
2226.5,92.9151,98.4131,83.5818,93.9624,134.5433,91.298
2226.75,93.7152,99.6487,82.0101,105.6412,131.803,98.846
2227,94.6091,101.0816,88.7376,113.5404,139.4473,98.6989
2227.25,96.0611,101.9198,83.92,116.2129,129.6163,102.9344
2227.5,96.8702,102.653,86.9614,117.2964,135.348,105.1718
2227.75,94.7326,101.9405,88.8663,116.649,136.8708,104.275
2228,92.3368,101.1077,82.4004,102.2861,145.4941,82.6347
2228.25,88.9931,99.0812,87.0784,107.6231,142.3634,92.8481
2228.5,86.4523,97.1341,83.7464,103.8593,144.6258,89.3572
2228.75,86.3291,96.251,82.0644,102.1035,144.986,86.2136
2229,87.0493,95.5241,86.5426,95.7354,149.4108,94.7442
2229.25,89.8912,95.7065,84.49,103.9429,149.5323,80.8683
2229.5,92.1714,95.6991,87.3774,102.5496,152.8457,82.5746
2229.75,93.2554,95.0213,87.8743,99.275,152.5673,88.194
2230,93.226,93.8335,90.1507,78.7861,148.7922,95.2868
2230.25,91.1704,91.4253,84.8985,92.0647,149.107,96.7206
2230.5,89.5818,88.9895,84.4942,87.3146,149.9734,96.6104
2230.75,88.7242,86.5063,86.9993,82.1436,150.2385,96.2673
2231,88.0128,85.173,86.0005,71.415,140.3025,81.9632
2231.25,87.4993,85.2849,91.4382,75.9705,146.2806,92.8489
2231.5,87.5816,86.5346,90.7001,74.9309,145.4653,89.158
2231.75,88.3633,88.8461,88.4372,74.28,143.0932,85.3773
2232,89.9903,91.1026,88.813,58.0936,134.1736,76.3777
2232.25,92.4795,93.321,85.028,68.2219,138.2117,78.1367
2232.5,93.8179,94.4161,85.4643,64.7588,135.2415,74.5307
2232.75,94.1365,94.9465,86.9337,61.2727,133.0591,74.124
2233,95.718,94.8797,83.2329,47.6156,137.1378,79.251
2233.25,98.2708,94.6026,90.0724,54.9252,137.3847,77.8348
2233.5,99.5309,94.4621,89.1585,51.8387,140.353,79.1739
2233.75,99.9304,94.3529,86.4905,48.8785,139.0949,79.8832
2234,98.0165,94.226,82.5421,51.3416,135.152,72.5035
2234.25,94.7756,94.0969,80.584,46.7834,136.1843,78.5445
2234.5,93.0367,94.093,79.8133,49.1636,135.774,76.5592
2234.75,92.0356,94.1074,81.0738,51.174,135.0509,73.1189
2235,93.0102,94.4773,84.4203,48.7605,132.8621,65.3604
2235.25,94.8088,94.9089,84.0696,50.9771,136.572,73.6151
2235.5,93.0532,95.8382,85.2549,48.6819,137.0666,72.7545
2235.75,90.0541,96.6451,85.0049,47.3649,135.7516,69.3429
2236,85.3036,96.9109,83.3448,60.3021,147.9387,70.4165
2236.25,80.0474,96.8709,83.8831,50.8141,135.8076,63.8394
2236.5,81.7171,95.9545,83.4705,54.3056,141.5474,63.9481
2236.75,85.0007,94.6826,83.2534,57.5344,144.9506,66.7114
2237,90.384,92.6982,86.5491,57.0453,158.3508,88.0124
2237.25,96.1492,90.9244,83.3346,61.9669,155.3719,73.9832
2237.5,96.1797,89.4577,84.6148,62.0566,156.2097,78.7619
2237.75,95.4371,88.6141,86.02,60.509,156.6612,84.6456
2238,95.5046,88.4424,87.0494,42.4181,159.6281,96.4981
2238.25,95.6461,88.6745,85.7262,52.976,161.0594,92.1072
2238.5,95.9847,89.2301,84.8397,48.3241,163.2571,96.592
2238.75,96.3333,89.5303,85.4853,44.8901,162.4545,97.6248
2239,93.5384,89.6802,84.897,40.2953,161.5965,83.8418
2239.25,90.766,89.2029,88.5245,40.5991,157.4634,95.7673
2239.5,90.9507,88.4612,88.3159,39.2019,157.1575,94.116
2239.75,91.2668,87.5423,86.7965,39.3455,158.649,89.7347
2240,93.7646,86.5727,85.6494,49.3174,158.7474,67.4094
2240.25,95.9112,85.937,83.4299,41.9117,162.654,79.2612
2240.5,94.5854,85.3594,83.0554,43.8066,161.7206,76.1778
2240.75,93.3419,85.1801,84.2023,46.4415,159.6942,71.7164
2241,92.6635,85.0327,89.9521,66.6192,160.432,83.7813
2241.25,91.6748,85.1594,86.7154,52.9858,158.1923,66.3208
2241.5,89.0817,85.2303,87.3918,56.8483,157.8857,68.8816
2241.75,86.9584,84.6064,88.0306,61.6522,158.565,75.3622
2242,86.7471,83.8089,93.4883,48.873,164.0235,97.1859
2242.25,87.1829,82.016,92.4889,63.7617,162.8544,89.5828
2242.5,89.7571,80.4652,94.0422,60.0463,162.1619,92.4598
2242.75,90.8302,79.7608,94.3421,54.5101,162.2071,94.8505
2243,87.7903,79.8436,95.7435,63.8427,164.0045,94.8989
2243.25,84.3905,81.7927,91.9172,48.8894,166.7961,97.1482
2243.5,80.1608,84.1628,92.1677,49.2475,165.9321,94.3907
2243.75,76.9221,87.2474,93.7919,56.3821,164.7703,93.2645
2244,75.6279,90.1544,93.928,96.8269,167.0828,95.615
2244.25,73.9268,92.8399,96.8956,74.3405,163.0339,93.8097
2244.5,71.5409,94.3845,96.4592,84.2933,161.8697,94.386
2244.75,69.0164,94.872,94.8775,91.0542,162.7703,95.0693
2245,66.2905,95.1733,89.4799,95.3672,154.4342,100.9649
2245.25,64.7607,95.3469,93.6693,98.5152,167.2089,97.6996
2245.5,64.7353,95.8062,93.5783,99.4096,162.6758,99.8637
2245.75,66.3369,96.4078,92.2563,97.8407,155.6638,100.5301
2246.25,72.7133,102.085,86.5945,90.7077,153.0185,100.1456
2246.5,75.3506,109.749,84.703,87.0683,151.454,99.5866
2246.75,78.1391,118.4283,84.7671,85.3949,150.5961,98.0759
2247,81.0522,131.4632,92.9494,82.9189,155.645,84.5447
2247.25,84.8251,145.0372,89.8442,85.5674,152.6934,98.7871
2247.5,89.2121,160.2409,92.05,85.8498,154.5317,94.5744
2247.75,90.6298,175.1968,93.2593,85.3987,155.6175,89.9079
2248,90.2155,182.3691,98.9045,66.2602,154.0578,72.9938
2248.25,89.7264,188.097,92.861,78.3143,154.823,78.7176
2248.5,89.1976,182.4062,93.7469,73.5881,155.4194,74.7849
2248.75,88.1207,175.3019,96.0288,68.7574,155.5011,73.5009
2249,86.7959,162.0291,96.3179,63.8661,151.2077,76.7153
2249.25,84.4361,148.9534,100.904,65.4093,152.374,74.0283
2249.5,81.6813,136.4376,99.7049,65.1514,152.4283,73.8873
2249.75,82.278,125.9,97.6633,65.2339,153.1633,74.1387
2250,83.9397,119.2945,105.3585,70.1504,147.4353,80.7817
2250.25,85.0231,113.3402,96.6539,61.8287,147.9353,78.2417
2250.5,85.9565,108.3275,99.2842,63.2393,145.576,78.4414
2250.75,84.5118,103.4666,103.1611,65.905,146.6494,79.0639
2251,82.5768,98.7681,98.1984,75.2855,139.9746,89.266
2251.25,80.8261,94.5206,105.9954,74.8361,146.798,82.4671
2251.5,79.1044,90.6316,105.0456,75.8171,145.3038,84.1337
2252,87.1424,86.8485,76.5529,73.3221,134.5213,91.9277
2252.25,90.5237,87.4788,92.3851,74.3916,137.9304,89.3797
2252.5,93.8389,88.9735,86.4991,73.621,137.0646,91.9785
2252.75,92.4677,92.5542,81.1907,72.8599,135.8469,92.9344
2253,90.9724,96.7246,62.5988,74.8245,134.903,88.5373
2253.25,94.537,103.0807,71.8699,73.8532,134.941,89.9738
2253.5,97.817,109.8112,67.4878,75.8819,135.6105,87.8206
2253.75,94.2168,116.9692,64.2285,77.5507,135.4165,86.851
