DEPTH, NO 6507/7-A-22,NO 6507/7-A-28,NO 6507/7-A-29,NO 6507/7-A-40,NO 6507/7-A-52,NO 6507/7-A-9
2254,90.6738,124.146,57.2733,69.1004,138.453,91.6045
2254.25,87.838,130.1479,62.8179,72.1581,135.4327,91.5652
2254.5,85.6917,136.086,61.7384,69.9116,139.5369,91.7223
2254.75,89.1275,141.3951,59.4067,68.2096,139.8711,91.0197
2255,92.167,146.0181,63.5583,62.2125,138.7335,87.3129
2255.25,92.8704,146.7617,56.5063,69.4014,137.8474,91.1968
2255.5,93.5396,145.7229,58.0546,67.6413,138.5127,90.9878
2255.75,94.0536,138.5254,61.2283,65.4738,137.4894,89.3281
2256,94.2286,129.973,84.8706,54.4427,142.014,84.34
2256.25,93.1675,118.2378,65.8899,59.532,139.314,84.8689
2256.5,91.719,107.6308,69.5951,58.0835,139.6623,82.5246
2256.75,89.1107,98.9224,76.7856,56.4345,140.3664,82.0943
2257,86.427,93.3893,87.8619,58.6811,144.951,87.4545
2257.25,83.5546,91.7862,90.4887,53.377,142.6389,87.0965
2257.5,82.1507,90.5331,92.5685,53.5995,143.2795,88.103
2257.75,83.8592,89.6017,91.1926,55.2983,143.9103,87.2226
2258,85.0851,86.8324,83.9758,57.4047,146.3528,97.8415
2258.25,85.4368,82.8129,84.1323,60.405,148.5822,89.6408
2258.5,85.7944,77.1395,81.6119,60.5737,148.8359,92.535
2258.75,86.1613,70.6491,81.4897,59.4764,147.681,95.2819
2259,87.1213,64.096,93.7011,56.9815,146.6894,108.2157
2259.25,88.8807,57.5212,87.8384,56.3375,145.5371,100.0417
2259.5,88.3209,53.5073,90.9889,55.9019,144.0671,102.2779
2259.75,85.0495,50.0647,92.7736,56.2439,146.0253,105.2575
2260,80.9275,48.9226,81.1059,76.5653,143.1371,113.1961
2260.25,75.9414,48.0598,93.8548,60.586,146.4802,110.3863
2260.5,71.6156,49.3678,92.197,65.3511,146.4528,111.2949
2260.75,67.8724,50.7922,87.308,70.8438,145.3515,112.347
2261,68.7086,53.1697,73.7532,76.2079,142.189,89.4122
2261.25,73.0518,55.57,75.5867,77.3199,143.1136,109.7747
2261.5,75.9127,58.1481,72.3526,76.9073,143.9064,102.1639
2261.75,77.7912,60.8073,72.4081,76.5528,143.2242,94.5567
2262,77.2935,63.8164,62.9637,86.323,143.499,89.6417
2262.25,75.439,66.5155,73.3556,79.4806,143.0774,85.6722
2262.5,74.4704,68.3436,70.7547,83.1217,143.6011,83.17
2262.75,73.935,69.8965,66.4865,84.7817,143.5416,85.1718
2263,72.9457,70.9072,65.3048,74.6049,146.0767,101.4438
2263.25,71.768,71.5441,62.0921,82.6753,144.7938,92.6876
2263.5,71.7464,71.645,62.8592,79.1059,147.8283,94.9646
2263.75,72.1271,71.719,64.2111,76.8989,148.0734,98.4515
2264,73.4927,71.7643,73.3795,61.3558,140.8946,101.7081
2264.25,75.1412,72.0601,66.0948,71.5564,144.9141,103.3729
2264.5,74.4422,72.5534,67.3909,68.4115,145.493,103.6113
2264.75,73.1999,74.3936,69.8613,64.731,142.7233,102.4806
2265,72.5935,77.0141,85.7019,51.9011,138.0541,102.117
2265.25,72.1019,82.1753,77.563,59.1929,140.8021,102.0356
2265.5,74.1454,88.3878,81.7183,56.9231,140.9813,101.9195
2265.75,76.5272,95.1298,84.0624,54.3333,140.1516,102.9764
2266,76.2758,102.0199,112.9692,50.5043,134.7115,102.5705
2266.25,75.7872,106.8782,88.7795,49.8387,134.7165,100.8813
2266.5,77.6143,111.3935,95.0924,48.8854,131.7587,104.2014
2266.75,79.5569,112.2876,104.0864,50.0099,132.353,105.617
2267,82.6665,112.9064,124.8936,54.8911,134.4451,95.1347
2267.25,85.7287,113.0992,118.9184,50.0415,135.4881,99.8802
2267.5,86.1124,113.3212,122.166,50.8146,135.6635,99.229
2267.75,86.287,113.8874,123.8127,53.1236,135.5154,98.0193
2268,83.0517,114.4329,126.9861,48.9039,132.5894,96.1894
2268.25,80.2933,114.8639,125.3868,56.1058,133.195,93.0975
2268.5,82.1917,114.8349,126.0287,54.4379,132.8273,93.5118
2268.75,83.8123,113.2339,126.695,50.3514,132.7129,94.2422
2269,83.541,110.7649,126.6365,50.1838,127.2253,100.7606
2269.5,82.3462,101.7742,125.7724,49.844,129.0834,99.8894
2269.75,81.594,97.2537,125.7348,50.5344,127.4128,100.3647
2270,81.1649,93.4978,132.2956,49.5933,124.988,99.356
2270.25,79.4613,90.6809,128.8171,49.3668,127.5088,99.445
2270.5,73.5694,88.5425,130.2809,49.8673,127.2349,97.849
2270.75,68.8052,87.0232,131.5615,50.8319,125.5594,98.6217
2271,67.1145,85.1758,115.7974,54.8563,122.6883,94.4153
2271.25,65.6806,83.1072,131.7301,47.7635,126.0379,97.4852
2271.5,64.8357,81.8562,128.9444,48.4025,127.7238,95.2803
2271.75,64.4745,81.0059,122.5372,49.5209,125.1661,93.658
2272,65.0577,81.6749,92.9629,80.8765,124.0308,68.3504
2272.25,66.0225,82.8629,109.9564,60.7326,123.2512,91.0273
2272.5,67.6267,84.877,105.0901,68.0829,124.3654,84.0397
2272.75,68.4693,87.0731,100.5219,75.5353,123.8867,76.5257
2273,68.2108,89.6011,61.732,95.2276,114.6173,50.8661
2273.25,68.3273,92.1686,84.3543,86.126,123.0055,60.5358
2273.5,68.9136,95.397,75.8495,89.6877,119.1179,55.442
2273.75,69.6654,98.6638,68.1547,93.1292,115.4125,52.9031
2274,70.5973,102.3081,52.915,91.768,112.9429,52.1127
2274.25,70.9257,105.818,56.6717,97.0993,112.5071,50.1625
2274.5,70.684,108.3051,53.824,97.4684,112.4727,49.7968
2274.75,71.0251,110.6402,52.8189,96.8555,112.8659,50.3648
2275,71.8444,112.3288,52.2892,71.1398,129.5435,74.5932
2275.25,72.2314,114.0058,53.0253,86.2793,113.2066,54.5254
2275.5,72.3108,115.6507,52.7316,79.439,122.404,58.6069
2275.75,73.948,116.9679,52.2767,73.7687,126.1774,65.401
2276,76.542,117.6452,59.4759,60.2727,127.6084,105.1464
2276.25,78.8109,117.9274,52.9939,68.7661,132.4514,85.2402
2276.5,80.9082,117.6474,54.2943,66.9179,132.9886,95.8574
2276.75,81.9763,117.441,56.6949,64.2643,128.0754,103.4324
2277,82.5815,117.3122,62.593,56.3014,130.5744,87.3647
2277.25,84.8819,116.7864,61.9103,57.497,128.0719,102.799
2277.5,87.8261,115.9499,63.3833,56.3689,128.4164,96.7872
2277.75,89.8974,114.9005,63.3587,55.9442,128.7437,92.4041
2278,91.6929,113.7287,61.0624,43.8355,127.0702,91.746
2278.25,90.9653,111.4068,61.8815,54.4487,129.7405,84.0281
2278.5,89.5871,108.6134,61.4122,50.5765,128.6564,84.0478
2278.75,90.8334,106.5064,61.1992,47.0692,127.925,86.8546
2279,92.6167,104.5892,54.6576,50.8196,125.5203,100.8331
2279.25,95.5382,104.2654,61.2681,42.7937,127.3178,96.7485
2279.5,98.6371,104.2064,60.7776,43.093,127.0367,99.024
2279.75,96.3796,106.4641,58.6389,46.2503,126.2443,100.8349
2280,93.529,108.8895,45.3042,57.7629,130.5867,77.0587
2280.25,90.8061,110.9305,49.5947,54.5212,125.988,94.5226
2280.5,88.0919,112.7956,45.821,57.8825,127.2925,89.1876
2280.75,88.2051,112.6369,44.5803,58.2734,129.6434,83.1004
2281,88.3969,112.2257,51.8147,56.8093,131.9257,78.9306
2281.25,87.3108,110.4284,47.1746,57.4753,129.5219,75.0149
2281.5,86.2885,108.6202,49.0969,57.238,128.0018,75.3787
2281.75,86.7658,106.7749,50.5731,57.022,129.4157,76.5221
2282,87.1145,105.1122,55.2543,52.5893,126.866,81.229
2282.25,85.8945,103.8707,53.0946,54.7326,132.0131,81.8495
2282.5,84.8115,102.7629,54.3618,52.4805,128.8238,82.9701
2282.75,84.8247,101.8766,54.9029,52.4858,125.6219,82.7009
2283,84.99,101.5727,56.5513,58.6076,123.4965,81.6611
2283.25,86.0445,101.9787,55.3171,53.6236,123.8618,82.1465
2283.5,86.8252,103.3067,55.3672,54.7133,121.22,82.3388
2283.75,86.3682,105.4694,55.6858,56.6578,121.7916,82.356
2284,86.0809,107.5682,56.0046,57.8501,121.2842,81.0219
2284.25,86.4086,109.6242,57.2504,60.5999,121.3936,81.7561
2284.5,86.4209,111.3634,57.682,61.9499,119.7134,82.3151
2284.75,85.4936,112.9487,57.2783,59.8946,119.6866,81.857
2285,84.7754,113.5771,57.2822,52.9084,120.936,87.5037
2285.25,84.578,113.8819,55.33,55.8471,121.8265,81.636
2285.5,84.7227,113.7767,55.8259,54.2482,121.6625,81.9283
2285.75,85.5895,113.5823,56.747,53.8202,121.6736,84.7206
2286,86.3585,112.6005,51.7132,53.5238,119.1271,84.7086
2286.25,86.9514,111.5269,56.7852,50.8967,119.1193,85.7803
2286.5,87.2011,108.5301,55.0188,50.1274,119.0779,83.065
2286.75,86.9182,105.4087,52.9893,51.6209,119.7553,83.4239
2287,87.003,100.8772,43.9155,61.145,121.1555,93.8287
2287.25,87.5817,96.1616,50.6869,56.0322,118.0234,85.5022
2287.5,87.5944,90.0698,49.2723,58.0013,117.9714,87.4672
2287.75,86.948,83.8283,47.21,59.3175,121.3837,91.3356
2288,86.4699,76.9578,50.7748,64.3122,118.6844,88.8744
2288.25,86.162,70.4958,42.2967,63.4811,119.9321,91.6493
2288.5,86.3558,65.1599,43.1831,64.3862,119.2416,87.8585
2288.75,86.9904,60.7552,46.5503,64.1212,119.9347,86.0483
2289,87.1668,58.1552,48.3482,68.7297,117.462,97.4844
2289.25,86.9938,56.6349,52.7773,64.8084,120.0665,91.3701
2289.5,87.1669,56.6394,51.8472,65.9429,121.073,94.1228
2289.75,87.5685,57.4096,49.6415,67.4242,120.339,96.0807
2290,88.5362,58.9809,55.1956,66.1315,117.9254,110.376
2290.25,89.8259,60.6813,49.5763,69.9587,117.5518,99.5481
2290.5,89.6345,62.4828,52.2835,69.2426,117.0608,101.844
2290.75,88.7225,64.4218,54.4544,67.8638,116.9659,104.466
2291,89.0093,66.4409,54.0108,68.4032,120.0183,105.6788
2291.25,89.791,69.0825,54.2623,64.3079,120.3448,113.4514
2291.5,87.9118,71.9861,53.5733,65.3075,118.5397,114.2649
2291.75,85.1116,75.7393,53.4643,66.8297,118.9862,110.2796
2292,84.1352,79.7388,58.7432,70.5556,117.5625,97.4585
2292.25,83.6792,84.3234,55.1241,69.9829,120.6219,101.9884
2292.5,88.0347,89.0141,56.6012,70.0036,120.3357,99.7898
2292.75,93.496,93.4658,58.0553,69.9277,119.2107,98.6951
2293,94.0612,97.8962,54.9537,69.359,119.978,102.9053
2293.25,93.7503,100.671,57.9556,71.1507,116.4074,97.38
2293.5,91.6033,103.3674,56.189,70.7904,116.4206,100.025
2293.75,89.2139,105.1271,54.5597,70.3723,117.8728,102.4452
2294,90.6087,106.7084,58.548,68.2998,119.5285,106.2347
2294.25,92.3396,107.1152,56.7295,68.4421,120.6381,105.7867
2294.5,90.8622,107.249,58.3213,68.13,120.2952,107.3661
2294.75,89.2285,106.313,59.0158,67.9426,119.6286,106.2693
2295,86.4547,105.2767,55.6436,64.0122,115.7266,112.8231
2295.25,83.672,103.976,57.7078,68.2941,119.0006,106.1157
2295.5,81.0622,102.6688,57.0356,67.1086,118.9392,106.448
2295.75,78.4145,101.3494,56.297,65.7625,117.9846,108.548
2296,75.1603,100.9237,56.7758,63.7666,119.7266,115.9618
2296.25,72.1159,101.7457,55.4492,63.1669,116.1494,117.7453
2296.5,71.0935,103.0789,56.1429,64.133,118.3792,120.2219
2296.75,70.2353,104.9471,56.7093,64.4637,119.5389,118.3339
2297,70.4851,106.1559,54.5421,70.3486,115.3911,111.5953
2297.25,70.7786,106.8467,56.3355,63.9537,119.5578,116.3156
2297.5,71.2936,105.5003,55.6508,65.3078,119.0856,115.8671
2297.75,72.3582,102.9645,55.3435,67.4184,116.8012,114.7574
2298,75.6306,99.6926,50.3492,93.1697,118.5608,112.7688
2298.25,78.5161,96.1093,53.3526,74.2517,115.5115,109.5264
2298.5,80.1375,93.5431,51.9561,79.0215,117.0696,111.0307
2298.75,81.3142,91.2738,50.621,85.479,118.9287,113.2834
2299,81.2852,90.1113,51.2275,89.693,118.6077,101.6255
2299.25,81.3827,89.1513,50.4891,94.826,118.3359,109.2796
2299.5,81.769,88.0993,50.8343,92.8891,118.6399,103.7382
2299.75,82.4844,87.039,51.1633,91.2255,118.9749,100.0251
2300,83.8397,86.7775,65.3158,90.2686,125.2788,98.7948
2300.25,85.2188,86.5325,51.9361,89.8812,118.0331,102.195
2300.5,86.6378,86.3953,54.471,90.7233,119.927,101.0894
2300.75,87.5843,86.2428,59.0104,90.6325,123.4682,100.3498
2301,87.851,85.9889,83.0445,89.6937,125.5007,97.0132
2301.25,87.8593,85.5606,72.7046,90.7984,121.2274,98.368
2301.5,87.5452,84.4436,78.2779,91.5211,120.1993,98.5092
2301.75,86.4783,83.555,81.6272,90.7198,122.2316,97.8675
2302,84.5963,83.2732,86.6002,87.1215,123.1193,95.5612
2302.25,84.0795,83.2349,83.2044,86.2371,125.9594,97.1507
2302.5,84.8469,83.659,83.2698,82.5704,125.1449,98.8229
2302.75,85.708,84.1057,84.4439,84.6823,123.7232,97.9039
2303,86.6454,84.5839,98.1157,119.1625,127.2266,96.9798
2303.25,85.9726,85.1151,89.3674,97.3231,123.8482,95.7269
2303.5,84.1598,85.7021,92.4427,107.249,125.0556,95.5908
2303.75,82.7614,86.428,95.6461,113.3487,126.7957,95.5919
2304,81.6163,87.2636,97.6891,124.181,124.5166,96.2521
2304.25,80.2259,87.7329,100.1657,122.8,126.2076,98.1692
2304.5,78.7067,87.9871,101.1062,125.7608,124.5086,98.3033
2304.75,75.8438,87.8837,100.3993,125.2996,124.9069,97.6077
2305,72.3795,87.6281,90.1146,119.1235,118.9282,98.4811
2305.25,69.9493,87.6918,94.6263,120.6485,121.2056,96.5333
2305.5,67.9095,87.8494,92.0971,118.2733,117.8192,98.8956
2305.75,68.0998,88.4592,90.5406,119.1416,117.0157,99.4446
2306,68.9904,89.1525,86.397,108.467,114.3579,86.8309
2306.25,69.1209,90.8014,90.5621,117.1503,119.7477,94.4394
2306.5,69.0568,92.5386,91.1375,114.3599,118.1996,89.6946
2306.75,67.9584,95.2377,89.9806,110.1222,115.8049,87.666
2307,66.6499,97.9464,62.7877,117.2719,116.2764,82.1044
2307.25,65.4737,100.603,80.5026,110.5315,113.6791,86.2403
2307.5,64.3179,103.0403,73.9558,112.7434,112.8167,86.0823
2307.75,65.5592,104.0043,67.9639,115.1293,113.166,84.9655
2308,67.0626,104.4851,58.0509,122.6039,135.9605,82.2984
2308.25,67.9116,103.044,58.8468,119.1786,123.4881,82.2887
2308.5,68.7162,101.5177,56.5602,121.0744,134.3712,84.0259
2308.75,68.5338,99.7637,56.6228,122.9615,136.9573,83.1461
2309,68.3402,98.0876,58.9408,114.9409,117.617,92.6304
2309.25,70.7373,96.5604,58.9522,120.7839,132.8139,83.7037
2309.5,73.0301,94.6328,59.2348,118.7046,127.6765,86.3975
2309.75,72.9359,92.1403,59.1222,116.4884,118.9673,89.5513
2310,73.1123,89.2007,61.6977,121.1396,124.8114,104.7252
2310.25,76.5318,85.7887,59.2764,113.6754,119.3807,95.0322
2310.5,79.7138,83.1846,60.0678,115.8888,121.8663,97.2867
2310.75,81.0147,81.2214,60.9612,119.2475,123.6294,100.9238
2311,82.0671,81.1037,68.4634,99.5338,131.6936,110.3339
2311.25,81.6809,82.0747,62.7458,122.6681,126.1949,107.1557
2311.5,81.3952,84.1802,64.5874,117.8103,128.7252,106.9606
2311.75,81.5612,86.7711,66.718,111.8275,131.5386,108.1046
2312,81.6566,88.3996,68.3665,59.4607,135.1029,105.9246
2312.25,81.4983,89.7434,69.2103,86.5321,129.108,110.1777
2312.5,80.6449,90.7701,68.7988,75.3935,128.6984,108.8822
2312.75,77.7338,91.7378,68.5044,64.324,130.9038,107.099
2313,75.2182,92.1208,70.6864,49.3746,143.3587,99.0022
2313.25,73.6822,92.449,68.4141,54.6511,139.1496,105.796
2313.5,73.9845,92.3227,68.7163,51.2575,139.5299,104.8466
2313.75,78.144,92.1626,69.7339,48.289,141.454,102.0825
2314,81.756,91.5546,66.1906,44.8796,135.698,93.7334
2314.25,84.3857,90.8824,70.5606,50.342,143.8292,97.1693
2314.5,85.7832,89.7746,69.3371,50.6065,142.6059,96.7284
2314.75,85.2773,88.8718,67.4618,49.86,140.2987,95.5169
2315,85.1,88.7905,71.6555,37.6119,140.9446,76.0397
2315.25,85.3616,88.7431,66.6773,40.601,132.7244,89.1743
2315.5,84.6607,88.7865,68.2776,38.5242,134.4722,84.2663
2315.75,82.8443,89.2119,70.2201,37.1773,139.3327,80.2626
2316,80.3972,90.3709,67.1549,39.9736,137.8145,65.8452
2316.25,77.3151,91.6757,72.2078,38.0812,143.322,70.9944
2316.5,75.1842,93.1871,71.1473,38.6179,144.7893,66.2867
2316.75,73.8854,94.7182,69.2901,39.2335,142.9977,64.6268
2317,73.8403,96.2703,60.3926,40.2279,122.0043,89.7029
2317.25,74.7467,97.0304,65.1416,40.2281,133.6822,71.8593
2317.5,75.0095,97.1593,62.9678,39.8581,128.1846,81.573
2317.75,74.8497,95.5811,61.2136,39.8512,123.3729,87.7068
2318,74.2215,92.9907,65.3751,41.4196,121.6621,96.8193
2318.25,73.3283,90.0604,60.7332,39.7525,119.4401,90.9599
2318.5,71.6049,86.9838,62.2405,38.5372,122.5485,92.4585
2318.75,69.4796,85.5847,64.2493,39.2813,124.38,94.3477
2319,70.0134,84.6853,73.8522,57.7578,117.4162,97.3586
2319.25,71.6389,86.3739,66.8249,45.3575,113.4124,98.5271
2319.5,73.4432,88.5488,69.091,50.3379,113.4696,98.6301
2319.75,75.3089,92.0376,72.1594,54.2879,115.8055,98.6424
2320,75.8614,95.6514,70.412,63.4986,134.0134,98.9321
2320.25,76.0415,98.8076,73.7161,59.5667,118.3148,99.573
2320.5,76.0476,101.9209,72.5402,60.7645,120.627,102.7885
2320.75,76.0141,104.4309,71.1424,62.1106,125.2999,101.1473
2321,76.906,106.7566,67.4846,103.5446,129.7638,80.8002
2321.25,77.962,107.8175,69.6124,70.4208,138.5737,98.371
2321.5,79.1454,108.6905,68.3226,78.4851,136.5166,96.5086
2321.75,80.3455,108.8054,67.3752,90.7245,131.2674,90.2095
2322,80.3713,109.0146,68.8391,137.5592,131.2159,62.9067
2322.25,80.2945,109.4789,69.2801,114.8413,129.9685,72.7553
2322.5,79.6652,109.994,70.9617,126.0177,131.1031,68.3268
2322.75,79.0097,110.6076,70.8202,131.9116,132.1038,65.7321
2323,78.8499,110.9539,61.0974,122.0119,123.2191,56.1673
2323.25,78.7628,110.9199,65.7371,138.375,130.3732,57.5303
2323.5,81.3253,110.5537,63.054,138.5898,127.4346,53.0047
2323.75,83.9609,109.8334,61.7296,130.7786,124.6662,53.1497
2324,87.7423,109.0547,68.8625,62.4543,107.9146,80.7921
2324.25,91.2421,108.2292,61.3427,106.0407,120.8926,60.6548
2324.5,92.0636,107.2561,62.706,90.2788,118.6451,66.5977
2324.75,92.9136,106.1949,65.5454,75.5798,112.7989,73.5463
2325,93.9549,104.7354,62.9061,42.7259,123.658,98.987
2325.25,94.7786,103.1035,70.1312,55.1798,108.2416,88.5089
2325.5,94.5043,100.7454,68.8762,48.8882,113.8381,94.4759
2325.75,92.7546,98.1695,65.7359,45.4036,120.8499,96.6356
2326,85.1196,96.8873,69.9336,44.7415,116.523,99.3948
2326.25,77.321,95.8503,63.0516,41.8717,122.598,100.0306
2326.5,68.9918,95.4996,65.8142,41.8927,119.601,102.767
2326.75,62.5737,95.2151,68.6481,43.5095,117.9104,103.7997
2327,61.3055,94.9863,71.0595,47.5899,131.626,72.2799
2327.25,61.4178,94.7558,69.6892,45.4001,117.0306,90.473
2327.5,64.6648,94.4781,69.4088,45.817,120.7922,81.3139
2327.75,68.1903,94.2424,69.7684,45.9374,128.2137,75.2397
2328,72.2541,94.2988,82.9525,58.9258,118.1255,73.5953
2328.25,74.4948,94.4878,73.293,50.7965,131.5858,70.7751
2328.5,73.7095,95.2167,76.0368,53.8434,129.3926,70.1647
2328.75,73.7062,95.9134,79.8314,56.7564,124.9933,70.3915
2329,74.8233,96.5228,89.2398,72.3627,100.8602,92.9201
2329.25,75.5394,97.0777,84.8766,60.581,114.683,78.9315
2329.5,75.7578,97.5267,85.7126,63.2173,107.1465,84.5507
2329.75,76.892,97.8595,86.7935,66.4085,102.0715,89.9053
2330,79.0132,98.0259,96.358,76.8755,121.5056,104.9069
2330.25,81.6041,98.1942,91.878,79.5809,101.3392,93.1055
2330.5,84.6348,98.3644,94.1161,81.6287,103.7731,94.5658
2330.75,87.1993,98.802,95.5959,81.7988,113.3936,100.267
2331,89.3846,99.4548,89.6832,58.8431,125.2946,103.2994
2331.25,90.1611,99.8029,97.2864,70.5238,125.4134,103.0765
2331.5,89.9448,99.9685,97.1166,64.8392,128.6993,101.3333
2331.75,89.159,99.8618,94.7292,59.2927,127.3638,102.0593
2332,88.0266,99.6366,73.9405,77.8326,107.9561,99.3588
2332.25,86.3299,99.3548,83.4378,59.1161,119.4889,102.032
2332.5,84.3385,99.056,78.4562,65.5312,110.8644,99.8895
2332.75,81.5613,98.253,75.5284,72.4569,107.2883,98.9083
2333,78.4344,97.3536,73.6141,87.8432,101.4776,106.6255
2333.25,77.8833,95.7068,72.8534,83.1117,107.786,100.868
2333.5,78.2991,93.9867,72.3569,85.6893,106.2683,102.5778
2333.75,78.8763,92.7006,72.9426,88.0823,103.6905,104.1133
2334,79.5038,91.6144,73.4343,79.1715,102.1618,106.4025
2334.25,80.1772,93.9281,73.9706,87.3355,97.4837,107.4646
2334.5,80.8622,96.5603,73.833,84.7189,96.7937,105.6277
2334.75,81.8713,101.4259,73.4995,82.059,99.0009,106.8559
2335,82.9456,106.1194,81.0343,73.3144,102.2568,95.4818
2335.25,83.8346,110.108,74.1651,76.5109,101.1921,102.6761
2335.5,84.6952,113.432,75.846,74.7153,100.8556,98.3555
2335.75,83.7905,114.9362,78.3855,73.3651,101.8245,95.4829
2336,82.6952,115.4954,80.2567,95.7361,98.0609,101.1732
2336.25,82.9358,114.2107,82.2444,74.7371,100.2891,96.1648
2336.5,83.2651,112.5383,81.9261,79.5554,97.0032,95.8742
2336.75,85.2272,110.3084,80.942,86.0705,96.9099,97.5546
2337,87.2061,108.9296,72.5664,118.2617,97.8698,95.8702
2337.25,85.5832,108.4671,78.6694,103.6868,99.066,102.3723
2337.5,83.9848,108.8774,76.5213,109.0377,98.8376,99.8295
2337.75,82.9349,109.9936,74.1713,113.9336,98.6667,97.4668
2338,82.0609,111.0964,73.5203,113.0544,100.7014,92.5108
2338.25,83.2619,112.1911,72.7005,120.7063,97.9934,92.4775
2338.5,84.3157,111.3832,73.7645,121.2088,99.1616,89.3287
2338.75,84.2154,109.7427,74.1254,118.5005,100.726,90.0384
2339,83.7472,107.8553,66.4755,93.2328,96.3627,91.8933
2339.25,81.1669,105.8928,72.0514,108.8956,99.9289,94.0042
2339.5,78.7172,104.6688,70.039,105.642,98.4923,95.0987
2339.75,76.8489,103.5874,67.8694,100.0971,96.97,95.12
2340,75.3448,102.4958,74.249,92.5739,94.5139,90.9977
2340.25,75.1428,101.4032,66.6191,88.5963,96.9684,90.438
2340.5,75.6976,98.7389,68.3779,84.9985,98.5568,92.6023
2340.75,78.4789,96.098,71.3557,87.6307,97.6954,92.8189
2341,81.3358,94.4334,83.2415,106.3831,96.3037,71.8167
2341.25,84.3787,93.238,77.0021,97.2338,93.1436,86.6134
2341.5,85.8994,95.3678,79.2205,101.8124,95.5539,80.7681
2341.75,84.2429,97.8417,81.121,104.3186,96.9132,75.8721
2342,82.8395,101.7367,81.2136,104.5242,96.9579,77.8353
2342.25,81.8883,105.2122,83.9013,106.0891,94.3767,67.6608
2342.5,80.0971,107.5321,83.7536,105.4479,94.3108,66.3215
2342.75,77.0145,108.6412,82.8174,104.9785,96.4052,71.4847
2343,76.1497,107.3752,80.4197,115.1494,95.1068,99.0907
2343.25,78.2343,105.3684,79.1932,106.7469,96.3674,82.1545
2343.5,80.8965,102.2911,78.1909,109.0733,95.3329,87.4309
2343.75,84.2249,99.0322,78.6608,112.1764,94.5857,94.1304
2344,87.1194,95.5768,85.4207,112.2564,96.3631,103.1217
2344.25,89.5791,92.9907,82.9517,116.1338,95.6739,101.9474
2344.5,91.6533,91.1109,85.4021,116.7684,95.8038,104.2314
2344.75,93.3918,90.9328,86.3872,114.5385,95.5086,104.958
2345,96.1343,91.7841,76.1202,110.9328,92.9129,98.4098
2345.25,99.6353,93.4779,83.0451,109.6921,97.3362,101.2958
2345.5,102.765,95.5423,79.9638,107.9373,96.2359,101.1285
2345.75,105.6522,97.5089,77.0809,109.3483,94.1575,100.1328
2346,103.3704,99.4455,72.3766,113.9278,94.019,100.8531
2346.25,98.1793,100.7105,76.2011,113.0352,94.2769,98.1296
2346.5,92.8892,101.8448,76.1413,114.5519,94.8958,99.865
2346.75,87.5515,102.4763,75.0616,114.6922,94.6656,101.1291
2347,88.198,103.0572,66.6578,98.8573,95.0068,99.3004
2347.25,91.2877,102.89,69.543,111.4526,93.6875,100.0552
2347.5,96.984,102.6397,67.5291,108.0396,95.2287,98.7487
2347.75,103.5717,101.1335,66.6185,103.1798,95.5108,98.2482
